id,parent_id,name
1477,1285,Linser og frø
1479,1340,Borddekning
1486,642,Storfekjøtt
1488,205,Paibunnmix
1491,310,Bananpålegg
1492,1247,Fiskeretter
1493,164,Soyadessert
1497,1465,Baking
1499,1285,Salt og pepper
1505,392,Øvrig storfekjøtt
1507,1247,Pizza
1510,1285,Kraft og buljong
1517,1247,Ferdigmåltider
1518,692,Eddiker
1521,538,Marinade
1523,1252,Renhold
1526,156,Gulrotkake
1527,1243,Neglepleie
1530,290,Matdelere
1531,852,Kjøkken
1537,1247,Taco
1538,513,Nori
1540,5,Ølsaus
1543,156,Karamellkake
1549,1252,Klær
1552,1361,Kjøttdeig og farse
1556,,Dyreprodukter
1557,1238,Salt og pepper
1561,1319,Personlig hygiene
1565,1247,Potetretter
1567,1319,Sminke
1568,16,Badebleier
1573,57,Italiensk dressing
1576,1315,Tørket frukt og nøtter
1580,134,Hummersuppe
1582,754,Helsekost
1584,1243,Personlig hygiene
1587,249,Biffkrydder
1589,46,Høns
1590,1388,Nøtter
1591,1347,Pasta
1594,5,Tranebærsaus
1598,932,Øyenskygge
1603,57,Fransk dressing
1608,1266,Lesestoff
1616,1340,"Poser, papir og folie"
1618,290,Kjøkkenredskaper
1620,1311,Frukt
1622,,Dessert
1623,1622,Is
1626,,Dyr
1630,,Kioskvarer
1634,852,Borddekning
1637,1347,Middag kit
1640,1259,Kaffe
1643,290,Åpnere
1644,1285,Sauser
1648,1326,Kjøttpålegg
1652,1238,Dressinger
1653,132,Moussaka kit
1655,1243,Helsekost
1656,1391,Kjøttpålegg
1659,107,Kokmalt kaffe
1660,1319,Hårpleie
1663,1347,Supper
1665,392,Oksestek
1666,,Ost
1672,754,Neglepleie
1676,,Kylling og fjærkre
1677,1676,Kylling
1679,279,Hermetisk moreller/kirsebær
1680,1391,Spekemat
1683,74,Tørrmelk
1684,341,Trøffelolje
1686,52,Flekkfjerner
1688,437,Spisepinner
1693,1326,Postei og pate
1695,1238,Hermetisk grønt
1696,1238,Ketchup og sennep
1697,1315,Baking
1702,1347,Ferdigmåltider
1705,1622,Dessertsauser
1709,415,Gulrotkakemix
1711,1347,Grøt
1717,1326,Spekemat
1721,115,Sushiris
1728,635,Krydderurter
1732,1454,Hermetisk frukt og bær
1733,437,Lysmansjetter
1736,1272,Boller og småkaker
1740,1247,Supper
1744,222,Bøker
1755,74,Fondant
1758,692,Kraft og buljong
1774,1347,Pizza
1775,1272,Kaker
1785,1054,Skalldyr
1790,513,Rullematte
1791,276,Stuing
1795,70,Ratatuille
1797,57,Blåmuggostdressing
1798,17,Babyhudpleie
1799,1454,Dessertsauser
1803,173,Spareribs
1807,249,Lammekrydder
1809,1319,Apotekvarer
1811,173,Svin sideflesk
1812,1345,Boller og småkaker
1815,249,Potetkrydder
1818,1340,Kontorrekvisita
1821,74,Surdeigspulver
1832,57,Vinaigrette
1841,1054,Tørket fisk
1848,96,Fiskepostei
1849,1347,Fiskeretter
1856,1234,Melk
1862,1340,Klesvask
1866,1272,Rundstykker og småbrød
1867,119,Tannpleie
1874,171,Grillpinner
1875,249,Allroundkrydder
1876,205,Pizzabunnmix
1877,1465,Kjeks
1881,754,Barbering
1891,1252,Sesong og fest
1892,1311,Bær
1900,437,Duk
1901,611,Riseddik
1905,1369,Fløte
1907,841,Blyant
1909,932,Rouge
1912,156,Mazarin
1920,1326,Fiskepålegg
1923,47,Kyllingspyd
1925,852,Hobby
1932,745,Bøff
1937,305,Ytrefilet av lam
1939,1229,Skalldyr
1948,1252,Hus
1955,1361,Pølser
1959,1345,Rundstykker og småbrød
1963,1450,Svinekjøtt
1969,1361,Viltkjøtt
1972,1243,Sminke
1975,797,Marmorkake
1976,,Blomster og planter
1978,1315,Bakemixer
1992,1243,Apotekvarer
1997,1319,Barbering
2002,1465,Mel og gryn
2004,816,Mousse
2008,1391,Frokostblandinger og musli
2011,113,Landpate
2017,173,Svinelever
2019,692,Marinader og BBQ-saus
2024,1243,Hudpleie
2026,1626,Dyreartikler
2034,1243,Tannpleie
2044,1238,Marinader og BBQ-saus
2049,1238,Eddiker
2051,43,Kebabkjøtt
2056,5,Grillsaus
2063,1465,Bakemixer
2065,607,Fruktnett
2068,2,Papaya
2070,1238,Matoljer
2072,249,Lakrispulver
2073,318,Tørket sopp
2075,1340,Kjøkken
2079,1450,Storfekjøtt
2087,1238,Krydder
2090,1285,Dressinger
2101,1238,Deiger og rører
2104,1238,Linser og frø
2107,249,Sursildkrydder
2108,392,Storfebog
2112,283,Andefett
2113,1361,Lammekjøtt
2115,380,Solbærsaus
2121,95,Gjenbrukspose
2134,156,Vaniljedrøm
2136,415,Focacciamix
2138,173,Svinenakke
2142,1288,Grønnsaker
2146,19,Gamalost
2159,134,Brokkolisuppe
2167,211,Panna cotta
2169,1285,Marinader og BBQ-saus
2175,249,Salvie tørket
2187,1151,Babyartikler
2193,5,Myntesaus
2198,1347,Potetretter
2215,841,Gråpapir
2217,113,Hvitløkspate
2219,113,Pepperpate
2222,932,Eyeliner/Kajal
2225,249,Merian tørket
2228,316,Malteekstrakt
2229,1340,Grill og ild
2231,,Blomster og planter
2233,1450,Kjøttdeig og farse
2237,106,Flyndre/rødspette
2242,1252,"Poser, papir og folie"
2248,1369,Melk
2250,70,Stekt løk
2264,134,Gazpacho
2278,305,Lammeskank
2296,65,Sølvløk
2308,950,Serpentiner
2311,122,Rismel
2314,635,Bær
2316,1050,Panini
2320,107,Øvrig kaffe
2328,1259,Cider
2333,932,Dekkstift
2334,1234,Fløte
2356,134,Linsesuppe
2358,305,Lammebiff
2361,464,Dyreshampo
2366,122,Hirse
2368,341,Frityrolje
2377,1277,Snacks
2379,1288,Frukt
2387,5,Ravigottesaus
2390,1345,Tørt brød
2392,139,Tørket frukt
2393,863,Babyartikler
2396,139,Bananchips
2397,1622,Dessertpuddinger
2399,139,Ananas tørket
2417,46,Gås
2427,415,Eplekakemix
2430,1622,Hermetisk frukt og bær
2449,575,Hårkur
2457,1243,Barbering
2468,,Blomster og planter
2471,1323,Cider
2473,1454,Mousse
2477,642,Viltkjøtt
2494,841,Klebemasse
2497,1252,Hobby
2510,1311,Poteter
2513,1450,Viltkjøtt
2525,61,Paranøtter
2535,392,Bibringe storfe
2543,1311,Frosne bær og grønnsaker
2545,5,Cumberlandsaus
2546,221,Sigar
2548,528,Møbler
2557,378,Hårfjerningsprodukter
2568,171,Pizzaovn
2585,1450,Lammekjøtt
2588,392,Rundstek
2590,195,Kavring
2599,305,Lammekjøtt strimlet
2617,1666,Guloster
2634,1247,Grøt
2651,1666,Smøreoster
2655,415,Raspeballmix
2659,255,Fordøyelsesmidler
2661,1272,Tørt brød
2669,1323,Vann
2678,950,Gavepapir
2679,1277,Dip
2703,70,Sveler
2707,1252,Kontorrekvisita
2738,1340,Sesong og fest
2743,1622,Mousse
2747,932,Foundation
2751,1347,Taco
2758,1288,Poteter
2774,74,Pynteglasur
2787,105,Hvalkjøtt
2791,1391,Søtpålegg
2807,1311,Sopp
2834,1775,Marmorkake
2836,1300,Babyartikler
2843,1369,Yoghurt
2844,464,Øvrige dyreartikler
2846,1288,Krydderurter
2880,1311,Krydderurter
2904,1285,Stuinger
2933,156,Bløtkake
2942,932,Lipliner
2959,1556,Dyreartikler
2962,1391,Postei og pate
2974,437,Glass
2980,1369,Plantebasert drikke
3003,74,Glasur
3013,1285,Deiger og rører
3017,1288,Sopp
3027,1402,Skalldyr
3030,1285,Sushitilbehør
3079,171,Engangsgrill
3095,156,Krydderkake
3099,1454,Dessertpuddinger
3109,1319,Neglepleie
3125,392,Bankekjøtt
3143,173,Svinevinger
3182,1229,Tørket fisk
3207,70,Omelett ferdig
3211,156,Formkake
3220,380,Øvrig dessertsaus
3236,1259,Drinkmix
3266,113,Gåselever
3349,1346,Marmorkake
3391,5,Ramsløkpure
3495,1394,And
3544,,*FRUKT/GRØNT
3545,,DEIGER OG FARSER - FERSKE
3546,,MELKEPRODUKTER
3547,,SJOKOLADE
3548,,GRØNNSAKSHERMETIKK
3549,,PÅLEGG. SØT -OG HERMETISK
3550,,BAKERIVARER - LANGTIDSHOLDBARE
3551,,BRØD - FERSK
3552,,BAKEVARER
3553,,BRUS/MINERALVANN
3554,,FERDIGMAT - FERSK
3555,,SMØR MARGARIN FETT
3556,,OST
3557,,PASTAPRODUKTER. TØRR
3558,,UTENLANDSKE SPESIALITETER
3559,,SPEKEVARER
3560,,FRUKT/GRØNT - DYPFRYST
3561,,DRESSING. KRYDDERSAUSER OG OLJER
3562,,LEGEMIDLER RESEPTFRIE
3563,,EGG
3564,,MIDDAGSHERMETIKK
3565,,PAPIR. PLAST. FOLIE
3566,,PØLSER
3567,,FISKEMAT/DELIKATESSER
3568,,KJØTT - FERSK
3569,,KJØTTPÅLEGG/POSTEIER
3570,,JUICE/NEKTAR
3571,,FROKOSTPRODUKTER
3572,,Bæreposer (Salgsemballasje) (D
3573,,FISK - DYPFRYST
3574,,MIDDAGSRETTER OG TILBEHØR. TØRR
3575,,BAKERIVARER - DYPFRYST
3576,,KJEKS
3577,,SNACKS
3578,,HAMB.BRØD. PØLSEBRØD. LOMPER/LEFSER - FERSKE
3579,,SAFT/LESKEDRIKKER
3580,,SUPPER
3581,,DESSERTER
3582,,FJÆRFE - FERSK
3583,,FERDIGMAT - DYPFRYST
3584,,SAUSER OG BULJONG
3585,,SJOKOLADEDRIKKER
3586,,SUKKERVARER
3587,,KJØTT - DYPFRYST
3588,,VASK. RENGJØRING. HUSPLEIE
3589,,FISK BEARBEIDET (SALTET. RØKT. KRYDRET. MARINERT)
3590,,DESSERTER DYPFRYSTE OG ISKREM
3591,,HYGIENE
3592,,KAFFE/TE TILBEHØR
3593,,KAFFE
3594,,SALATER - FERSKE
3595,,DYRESTELL
3596,,KRYDDERVARER
3597,,HELSEKOST. VITAMINER
3598,,BARNEMAT
3599,,HVETE/WIENERBAKST - FERSK
3600,,BRØD SMÅVARER - FERSKE
3601,,ELEKTRISK MATERIELL OG BATTERIER
3602,,BORDDEKNING
3603,,RISPRODUKTER. TØRR
3604,,TE
3605,,ØL
3606,,SANITETSARTIKLER
3607,,KONDITORVARER - FERSKE
3608,,SKALLDYR/SKJELL - FERSKE
3609,,TEKNISK KJEMISK
3610,,SKALLDYR/SKJELL - DYPFRYST
3611,,TEKSTILER
3612,,NON-FOOD
3613,,HOBBY/KONTOR/NONFOOD DIV.
3614,,FISK FERSK
3615,,BEKLEDNING
3616,,ESSENSER/EKSTRAKTER/GLØGG/TODD
3617,,AVISER/BLADER/BØKER
3618,,Baby og barn
3620,,Baby og barn
3621,3620,Bleier
3622,3621,Buksebleier
3623,,"Meieri, ost og egg"
3624,3623,Melk
3626,,Jul
3627,3626,Lutefisk og røkelaks
3628,3623,Ost
3630,,"Snacks, godteri og kjeks"
3631,3630,Sjokolade
3632,3631,Sjokoladeplater
3633,,ARK
3634,3633,Mat og drikke
3635,,Hus og hjem
3636,3635,"Undertøy, sokker og klær"
3638,3620,Barnemat
3639,3638,Ferdiggrøt
3640,,Clas Ohlson
3641,3640,Orden og oppbevaring
3642,3641,Bokser og kasser
3643,3633,Barnebøker
3644,3643,Alder 0-3 år
3645,3626,Julepynt og julelys
3646,3645,Julepynt
3647,3633,Romaner
3648,,Fisk og sjømat
3649,3648,Frossen fisk
3650,3649,Innbakt og panert fisk
3651,3633,Krim/spenning
3652,3631,Sjokoladeblandinger
3653,,Bakeingredienser
3654,3653,Kakepynt og fyll
3656,3626,Drikke til julen
3658,3626,Lys og servietter til jul
3659,3658,Juleservietter og duker
3660,,"Legemidler, helsekost og trening"
3661,3660,Trening
3662,3661,Protein- og müslibarer
3663,3630,Kjeks
3665,,Middager og tilbehør
3666,3665,Krydder og buljong
3667,3666,Krydder
3668,3648,Skalldyr
3669,,Frukt og grønt
3670,3669,Grønnsaker
3671,3670,Paprika og chili
3672,3666,Salt og pepper
3673,,Drikke
3674,3673,Vann og mineralvann
3676,3658,Levende lys og LED lys
3677,,"Iskrem, desserter og kaker"
3679,3665,"Ketchup, sennep og dressinger"
3680,3679,Ketchup og sennep
3681,,Pålegg
3682,3681,Kjøtt- og kyllingpålegg
3685,,Kylling og kjøtt
3686,3685,Pølser
3687,3685,Kjøttboller og karbonader
3688,3633,Aktivitetsbøker
3689,3685,"Kylling, kalkun og and"
3690,,Bursdag
3691,3690,Ballonger og dekorasjon
3692,3643,Alder 9-12 år
3693,3681,Spekemat og salami
3694,3693,Spekemat
3695,,Blomster og planter
3696,3695,Planter fra Mimea
3697,3685,Storfe og kalv
3698,3679,Tsatziki og hummus
3699,3673,Kaffe
3701,3669,Frukt
3702,3701,Epler og pærer
3703,3677,Porsjonsis
3704,3626,Julens middagstilbehør
3705,3669,Fryst frukt og grønt
3706,3705,Fryst frukt
3707,3677,Kaker
3708,3636,Strømpebukser
3709,3623,Yoghurt
3710,3709,Yoghurt mellommåltid
3712,3677,Dessert
3713,3712,Puddinger
3714,3665,Taco og TexMex
3716,3665,Ferdigretter
3717,3716,Ferdigsupper
3718,3631,Premium sjokolade
3719,3716,Ferdige middagsretter
3720,3712,Sauser og toppinger
3721,3685,Kjøttdeig og karbonadedeig
3722,3665,Sauser
3723,3722,Ferdigsauser
3724,3673,Brus
3725,3724,Sukkerfri brus
3726,3626,Julegaver og innpakning
3727,3726,Julehefter fra ARK
3728,3626,Ribbe og pinnekjøtt
3729,3620,Våtservietter og babypleie
3730,3729,Babytannpleie
3732,3630,Tyggis og pastiller
3734,3726,Gaver fra Clas Ohlson
3735,,Hygiene og skjønnhet
3736,3735,Tannpleie
3737,3736,Tannbørster
3738,,Snus og tobakk
3740,3630,Godteri
3741,3740,Godteriposer
3742,3726,Innpakning og batterier
3743,3709,Barneyoghurt
3744,3673,Te
3745,3744,Urte-te og frukt-te
3746,3693,Salami
3747,3640,Hus & Hjem
3748,3747,Rengjøring
3749,3726,Gaver fra Ark
3750,3747,"Teip, lim og bånd"
3751,3747,Verktøy
3752,3635,Levende og LED lys
3754,3643,Alder 12-16 år
3755,,Dyr
3756,3755,Kattemat
3757,3756,Snacks
3758,3630,Chips og snacks
3760,3621,Hybridbleier
3761,3681,Vegetar pålegg
3762,3633,Sport og fritid
3763,3640,Kontorartikler
3764,3763,Skrivesaker
3765,3690,Aktiviteter til barnebursdagen
3766,3677,Iskrem i boks
3767,3766,Fløteis
3768,3665,Middagstilbehør
3769,3640,Fritid
3770,3769,Barn
3771,3665,Asiatisk
3772,3771,Wok
3773,3669,Hermetisert frukt og grønt
3774,3747,Lås og skilt
3775,3669,Urter og spirer
3776,3763,Kontorrekvisita
3777,3626,Marsipan og julegodteri
3778,3777,Snacks og nøtter
3779,3665,Pizza
3780,3779,Fryst pizza
3781,3703,Fløteis
3784,3661,Sportsdrikke
3785,3709,Små beger
3786,3643,Alder 6-9 år
3787,,Sprell
3788,3787,Bursdag og fest
3789,3623,Fløte og rømmeprodukter
3791,3660,Legemidler og helsekost
3792,3791,Vitaminer og kosttilskudd
3793,3626,Julepølse og medisterkaker
3794,3624,Melk med smak
3795,3623,Spesialoster
3797,3756,Tørrfôr
3798,,Mathall
3799,3633,Quiz og sudoku
3800,3798,Kjøttdisken
3801,3709,Store beger
3802,3787,Leker
3803,3635,Vask og renhold
3804,3803,"Kluter, svamper og hansker"
3805,3673,Energi- og sportsdrikke
3806,3805,Energidrikker
3808,3640,Kjøkken
3809,3808,Utstyr til kjøkken
3810,3673,Øl
3812,3670,Løk og hvitløk
3813,3690,Alt til godteposen
3814,3623,Plantebasert drikke
3815,3810,IPA
3816,3724,Brus med sukker
3819,3631,Sjokoladebarer
3820,3643,Alder 3-6 år
3821,,Bakeri og brød
3822,3821,Fryst og langtidsholdbar
3824,3747,Møbelknotter og oppheng
3825,3665,Middagsbaser
3827,3623,Smør og margarin
3828,3635,Diverse husholdning
3829,3641,Matbokser og flasker
3831,3695,"Plantenæring, frø og blomsterløk"
3832,3714,Tacokrydder og topping
3833,3747,Skjøteledninger og grenuttak
3834,3726,Gaver fra Sprell
3835,3726,Vert- og vertinnegaver
3836,3640,Lyspærer og belysning
3837,3836,Dekorbelysning
3838,3787,Hobby
3839,3673,Iskaffe og iste
3841,3769,Turutstyr
3842,3653,Baketilbehør
3845,3699,Kaffefilter og tilbehør
3846,3673,Juice og fruktdrikker
3847,3846,Frukt- og bærjuice
3848,3695,Blomster fra Botanik
3849,,Frokostblandinger og müsli
3850,3849,Müsli og granola
3851,3779,Pizzafyll
3852,3648,Fiskekaker og fiskepudding
3853,3635,Lyspærer
3854,3635,Engangsartikler
3855,3673,Blandevann
3856,3795,Fastost
3857,3690,Bursdagslys
3858,3690,Borddekking
3859,3695,Blomster fra Mimea
3860,3803,Oppvaskmidler
3861,3821,Brød til middag
3863,3744,Sort te
3864,3735,Såpe
3865,3864,Håndsåpe
3867,3798,Mel og gryn
3868,3740,Sukkertøy
3869,3810,Pilsner
3870,3626,Pepperkaker og andre julekaker
3871,3870,Glasur og kakepynt
3872,3640,Batteri
3873,3681,Syltetøy
3874,3821,Kjeks til ost
3876,3758,Snacks
3877,3681,Salatpålegg
3878,3635,Poser og folie
3879,3878,Fryse- og brødposer
3880,3878,"Folie, stekeposer og matpapir"
3881,3810,Lite
3882,3777,Julesjokolade
3883,3822,Rundstykker og baguetter
3884,3628,Smøreost og prim
3885,3673,Kakao og sjokoladepulver
3886,3685,Svin
3887,3805,Sport- og vitamindrikker
3888,3756,Våtfôr
3889,3795,Krem- og ferskost
3891,3808,Gryter og stekepanner
3893,3803,Klesvask
3895,3810,Spesialøl
3896,3787,Babyleker og utstyr
3899,3822,Småbakst
3900,3633,Pocket
3901,3633,Dokumentar
3903,3808,Sodastream
3904,3821,"Lomper, pølse- og hamburgerbrød"
3905,3635,Kjøkkenutstyr
3907,3640,Elektronikk
3908,3907,Datatilbehør
3909,3665,Pasta og nudler
3910,3909,Pasta
3911,3756,Faghandel
3912,3755,Hundemat
3913,3912,Faghandel
3914,3873,Marmelade
3915,3681,Majones og tubepålegg
3918,3766,Sorbet
3919,3735,Hårpleie
3920,3919,Shampo og hårprodukter
3921,3654,Kakefyll
3922,3864,Dusjsåpe
3923,3669,Bær
3924,3681,Fiskepålegg og reker i lake
3925,3679,Dressinger
3926,3673,Saft
3927,3926,Sukkerfri saft
3928,3641,Klær og sko
3929,3907,Mobiltilbehør
3930,3703,Saftis
3931,3849,Frokostblandinger
3934,3798,Ostedisken
3935,3699,Filterkaffe
3936,3763,Blekkpatroner
3937,3803,Rengjøringsmidler
3938,3649,Fiskefilet
3939,3763,Ark og notatblokker
3940,3735,Neglelakkfjerner og fotfiler
3941,3653,Gjær og hevemidler
3943,3685,Lam og vilt
3944,3648,Fersk fisk
3945,3836,LED-pærer
3946,3912,Tørrfôr
3947,3638,Pulvergrøt
3948,3674,Stillvann
3950,3653,Ferdigmikser
3951,3950,Pannekaker og vafler
3952,3669,"Frø, nøtter og tørket frukt"
3954,3736,Munnskyll og fluortabletter
3955,3669,Salat og kål
3956,3955,Hel salat og kål
3957,3747,Baderom
3958,3729,Såpe og babyolje
3959,3821,Håndverksbakeri
3960,3959,Småbakst
3961,3735,Hygieneartikler
3962,3961,Barbering
3963,3791,Legemidler
3965,3630,Nøtter
3967,3810,Fatøl
3968,3699,Pulverkaffe
3969,3681,Søtpålegg
3970,3665,Ris og gryn
3972,3912,Våtfôr
3973,3666,Spicemix
3974,3907,"Termometer, klokker og værstasjoner"
3977,3735,Bind og tamponger
3979,3661,Måltidserstatter og mellommåltid
3980,3620,Smokker og tåteflasker
3981,3980,Flasker og kopper
3982,3735,Hudpleie
3983,3982,Solkrem og selvbruning
3984,3712,Hermetisert frukt og kompott
3986,3955,Ferdigkuttet salat og kål
3987,3836,Gravlys
3988,3808,Oppvask
3990,3878,Avfallsposer
3991,3685,Bacon og smårettskinke
3992,3666,Marinader
3993,3740,Lakris
3995,3621,Åpne bleier
3996,3653,Sukker og sirup
3997,3996,Søtningsmidler
3999,3635,Toalettpapir og tørkerull
4003,3798,Fiskedisken
4005,3798,Meieri og egg
4006,3620,Nyttig til barn
4008,3645,Lys-slynger
4009,3747,Brann og sikkerhet
4011,3638,Middagsglass
4012,3653,Mel
4013,4012,Fint mel
4016,3779,Fersk pizza
4017,3825,Middags-kit og gryteretter
4018,3640,Personlig pleie
4019,3665,Oljer og eddik
4022,3763,Sekker og vesker
4023,3982,Ansiktsrens
4025,3915,Tubepålegg
4026,3798,"Iskrem, søtsaker og snacks"
4027,3912,Snacks
4028,3699,Smakskaffe
4029,,Restauranter
4030,4029,Villa Paradiso
4031,3695,Potter og vaser
4032,4030,Hjemmelaget pizza
4034,3681,Ost
4035,3864,Barnesåpe og babyolje
4037,3798,Pålegg og spekemat
4038,3961,Deodoranter
4040,3670,"Gulrøtter, selleri og rotfrukter"
4041,3656,Alkoholfri drikke
4042,3685,Hamburgere
4044,3771,Indisk
4045,3846,Fermentert drikke
4046,3670,"Erter, asparges og bønner"
4047,3798,Drikke
4049,3736,Tanntråd og tannpirkere
4050,3701,"Druer, kiwi og steinfrukt"
4051,3961,Prevensjon
4052,4030,Antipasti - forrett
4054,3701,Sitrusfrukter
4055,3919,Hårstyling
4058,3870,Pepperkaker
4059,3705,Frosne grønnsaker
4060,3729,Våtservietter og ammeinnlegg
4061,3701,Meloner
4062,3758,Dip
4064,3666,Buljong og fond
4065,3771,"Soyasaus, chilisaus og paste"
4066,3648,Hermetisert sjømat
4067,3752,LED-lys
4068,3620,Morsmelkerstatning
4069,4068,Pulver
4070,3980,Matbokser og smekker
4071,3798,"Middagstilbehør, pasta, pizza og saus"
4073,3905,Glass og bestikk
4074,3926,Saft med sukker
4075,3679,Majonesbaserte sauser
4076,3950,Brød og rundstykker
4077,3779,Pizzamelblanding
4078,4019,Oljer
4079,3846,Eplejuice
4081,3970,Bulgur og quinoa
4085,3670,Squash og aubergine
4086,3821,Deiger og bunner
4088,3682,Kyllingpålegg
4091,3769,Reise
4092,3861,Pita og naan
4093,3663,Kjeks til ost
4095,3909,Fersk pasta
4096,3941,Hevemidler
4097,4034,Ost i skiver
4098,3722,Posesauser
4101,3681,Honning og sirup
4103,3701,Eksotiske frukter
4104,3798,Brød og bakevarer
4106,3744,Grønn te
4107,3825,Posesupper
4108,4029,Døgnvill
4109,3870,Julekaker og dessert
4112,3638,Snacks
4113,3769,Hodelykt og lommelykt
4114,3670,Avokado
4115,3699,Espresso malt
4117,3787,Vinterlek
4118,3755,Dyreutstyr
4120,3626,"Sylte, ribberull og annet pålegg"
4121,3626,Julegrøt
4122,4012,Grovt mel
4125,3699,Kokmalt
4126,3648,Røkt og gravet fisk
4127,3673,Alkoholfritt
4128,3905,Kjøkkenapparater
4129,3950,Kaker
4130,3791,Nikotinprodukter
4132,3769,Bil
4133,4068,Drikkeklar
4136,3771,Dim Sum
4137,4012,Matlagningsmel
4138,4030,Ferdig fersk pizza
4140,3769,Sykkel
4141,3905,Gryter og panner
4143,3635,Fyrstikker og lightere
4144,3635,Kontorutstyr
4145,3821,Ferdig påsmurt
4146,3846,Appelsinjuice
4147,3621,Nattbleier
4148,3885,Sjokoladepulver
4149,3755,Gnagermat
4151,3738,Skråtobakk
4152,3961,Bomull
4155,3716,Grøt
4157,3907,Ovner og vifter
4158,3959,Rundstykker og baguetter
4159,3950,Dessert
4160,3621,Svømmebleier
4162,3620,Spill og leker
4163,3864,Intimsåpe
4164,3846,Grønnsaksjuice
4165,3791,Vektkontroll
4166,3885,Kakao
4168,3712,Gelé
4170,3626,Blomster til jul
4171,3635,Magasiner
4172,3699,Presskanne
4173,3729,Babypleie
4174,,Drikkevarer
4175,4174,Kaffe
4176,,Hygieneartikler
4177,4176,Hårpleie
4178,,Meieriprodukter
4179,4178,Ost
4180,,Frokost
4181,4179,Fersk ost
4182,4180,Pålegg
4184,4174,Drikke Alkoholfri
4185,4176,Kosmetikk
4186,4174,Juice og nektar
4187,4182,Spekemat
4188,,Snacks og godteri
4194,3618,Barnemat
4196,4188,Drops og pastiller
4197,,Middag og tilbehør
4198,4197,"Supper, sauser og gryter"
4199,,Dyr
4200,4199,Dyreutstyr og leker
4202,,Baking
4203,4202,Kakao og marsipan
4205,4197,Hurtigmat
4207,4197,Taco
4208,4197,"Krydder, salt og eddik"
4209,4179,Fast ost
4210,4202,Sukker og søtning
4211,4176,Hudpleie
4213,,"Kaker, kjeks og dessert"
4214,4213,Kaker
4215,4176,Lommetørkle og bomullpads
4216,,Hus og hjem
4218,4202,Mel og gryn
4219,4178,Melk
4221,,Frukt og grønt
4222,4221,Grønnsaker
4223,4197,Ferdigretter
4224,,Kylling og kjøtt
4225,4224,Svin
4227,4197,Pasta og nudler
4228,,Fisk og skalldyr
4229,4228,Fiskemat
4230,,Brødbakst
4232,4194,Matglass
4233,4216,Stearinlys og tenning
4234,4216,Engangsservise og servietter
4237,,Vegetar
4238,4228,Fisk
4239,4197,"Ketchup, sennep og dressing"
4241,,Kioskvarer
4242,4241,Lightere
4243,4213,Kjeks og cookies
4244,4221,Frukt
4246,4182,Søtpålegg
4247,4224,Pølser
4248,4202,Nøtter og tørket frukt
4249,4224,Kylling og kalkun
4252,3618,Babyartikler
4253,4216,Oppvask og renhold
4254,4213,Pudding og mousse
4255,4230,Rundstykker og småbakst
4256,4221,Krydderurter
4257,4182,Postei og pate
4258,,Helsekost
4260,4179,Myk ost
4261,4176,Bind og tamponger
4262,4174,Sjokolade og toddy
4264,4202,Ferdigmixer
4265,4182,Fiskepålegg
4266,4221,Hermetiske grønnsaker
4268,4202,Bakeartikler
4269,4221,Grønnsaksblanding
4270,4197,Asiatisk
4272,4179,Gammelost
4275,4230,"Lomper, pølse- og hamburgerbrød"
4276,4270,Wok
4277,4213,Dessertsaus og topping
4278,4176,Hårfjerning
4282,4228,Skalldyr
4285,4197,Ris og gryn
4286,4224,Kjøttkaker og karbonader
4288,4178,Syrnet melk
4289,4270,Thai
4293,4230,Fryste Brød
4295,4230,Ferske brød
4296,4182,Majones og remulade
4297,4241,Sigarettpapir/hylser
4298,4194,Babysnacks
4300,4270,Indisk
4302,4224,Sau og lam
4303,4179,Søst
4304,4224,Kjøttdeig og farse
4305,4216,Poser og folie
4306,4178,Fløte og rømmeprodukter
4307,4188,Nøtter
4308,4179,Ost diverse
4310,4178,Smør og margarin
4313,4258,Sårpleie
4316,4224,Storfe
4317,4241,Sigarer/sigarillos
4318,4216,Klesvask
4320,4194,Klemmeposer
4321,4216,Lyspærer og lysrør
4322,4224,Vilt
4323,4221,Hermetisk frukt
4324,4258,Prevensjon og graviditet
4325,4216,Toalettpapir og tørk
4327,4197,Middagstilbehør
4328,4285,Rissaus
4329,4178,Drikker
4332,4197,Middags-kits
4333,4216,Avfallsekker og poser
4335,4221,Bær
4340,4188,Snacks
4342,4174,Mixere
4344,4176,Intimservietter og vask
4346,,MONIN & SHAKE-IT
4347,,"GRYTER, SUPPER, SAUSER OG FERDIGRETTER"
4348,4347,Gryte og ovnsretter
4349,,DRIKKEVARER
4350,4349,Mineralvann
4351,,KRYDDER
4352,,SNACKS OG NØTTER
4353,4352,Potetchips og knask
4354,,"MEIERI, EGG OG MARGARIN"
4355,4354,Smør og margarin
4356,,KJØTTPRODUKTER
4357,4356,Viltkjøtt
4358,,"DESSERTER, KAKER OG ISKREM"
4359,4358,Kaker
4361,4354,Smøreost&yoghurt
4362,,"PASTA, RIS OG NUDLER"
4363,4362,Pasta og nudler
4364,4347,Supper
4365,,FISK OG SJØMAT
4366,4365,Fiskefilet
4367,,NONFOOD
4368,4367,Emballasje
4369,4352,Sjokolade og godteri
4370,,HERMETISKE PRODUKTER
4371,,DRESSINGER OG OLJE
4372,4371,Texturas
4373,4358,Iskrem
4374,4367,Engangsartikler
4375,,BAKEARTIKLER
